rto,meeting_date,committee,meeting_title,doc_type,title,posted_date,relevance_reason,topics,directness,source_names_hydro,evidence,initiatives,stakeholders,ai_summary,hydro_read_through,url
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,comment,10 - MIR81-R SPP Comments-202607##.docx  [in MORWG Meeting Materials 20260729.zip],2026-07-29,"SPP Markets+ protocol amendments governing market transfer interfaces, scheduling constraints, and transmission capability communication affect how dispatched generators—including dispatchable hydro resources—are scheduled and compensated in day-ahead and real-time markets, with direct bearing on revenue dispatch mechanics and settlement.",seams-governance; ops-compliance; price-formation,direct,False,"e-Tag for Normal transaction type becomes fixed for RTBM following Pre-RTBM SCED run 30 minutes prior to each Operating Hour — ""Following the completion of this Pre-RTBM SCED all schedules with an e-Tag specifying Normal transaction type will become fixed for RTBM in the subsequent Operating Hour."" | MTI/MOTI dynamic transaction types updated by Participating BAs with 5-minute allocations integrated for Operating Hour — ""MTIs or MOTIs with a transaction type of Dynamic will be updated by the Participating BAs with the 5-minute allocations integrated for the Operating Hour."" | Submission date and MIR objective requiring MTIs/MOTIs to be same transaction type — ""Date: 6/25/2026"" | Add clarifying language that MTIs/MOTIs defining BAA Scheduling Constraint must be of same transaction type — ""Add clarifying language to the registration of BAA Scheduling Constraints that the MTIs/MOTIs that define a BAA Scheduling Constraint must be of the same transaction type.""",,Garrott Granholm (SPP),"SPP Markets+ MIR81-R proposes modifications to Markets+ Protocols (sections 4.1.4.4, 4.2.7, 6.1, 6.2, 8.2, 9.4) to clarify treatment of dynamic market transfer interfaces (MTIs) and market opt-in transfer interfaces (MOTIs) in real-time operations. The change allows participating balancing authorities to implement real-time BAA scheduling constraints that differ from day-ahead constraints without destabilizing the prior DA market and RUC commitment plan; normal transaction types become fixed schedules 30 minutes pre-RTBM via Pre-RTBM SCED, while dynamic transaction types are updated in 5-minute dispatch intervals in RTBM only. The submission, dated 6/25/2026, clarifies that MTIs/MOTIs defining a BAA scheduling constraint must be of the same transaction type, and revises e-Tag registration, transmission capability communication, and congestion rent eligibility verification procedures.","The document does not mention hydropower or pumped-storage resources by name. However, the amendments govern how scheduled transfers and BAA constraints interact with real-time dispatch optimization and RTBM commitment enforcement—mechanics that apply to all dispatchable resources participating in Markets+, including conventional hydropower. A hydro operator in Markets+ would be subject to these fixed-schedule rules (Normal transaction type locked 30 minutes pre-RTBM) or dynamic-update rules (Dynamic type adjusted in 5-minute intervals), affecting both the feasibility of real-time dispatch instructions and the settlement baseline against which opportunity costs and reserves revenues are calculated. The change to allow BAA-specific real-time limits different from DA could either constrain or enable real-time flexibility for a hydro resource, depending on which BA's constraint is binding.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729.zip#z=Materials%2F10%20-%20MIR81-R%20SPP%20Comments-202607%23%23.docx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,presentation,11 - MIR82-R MTSP OASIS Queue Pause presentation_MORWG.pptx  [in MORWG Meeting Materials 20260729 (4).zip],2026-07-29,Interconnection queue processing and transmission service request handling during day-ahead market operations affects hydro resource availability and scheduling flexibility in a Markets+ region with growing interconnection demand.,interconnection; seams-governance,direct,False,"MTWG approved June 25, 2026 — ""MTWG Approved June 25, 2026"" | MDWG approved July 8, 2026 — ""MDWG Approved July 8, 2026"" | MORWG education on July 29, 2026 — ""MORWG For education July 29, 2026"" | MPEC approval scheduled August 25, 2026 — ""MPEC For approval August 25, 2026""",,,"MIR82-R proposes to revise the Markets+ Tariff and Protocol queue-pause requirements for Transmission Service Providers (MTSPs). The current rule mandates that MTSPs pause all transmission service request processing between day-ahead market close and when day-ahead energy schedules are updated. The proposed revision allows each MTSP discretion to pause, limit, or otherwise manage queue processing according to its own operational requirements and procedures, provided coordination with Market Operator timelines is maintained and queue prioritization is preserved. The change responds to NAESB WEQ 001-4.13 timing-compliance concerns by creating operational flexibility for individual transmission providers. MTWG approved the MIR on June 25, 2026; MDWG approved on July 8, 2026; MORWG received it for education on July 29, 2026; and MPEC scheduled approval for August 25, 2026.","The document does not mention hydropower or pumped storage. However, the change affects how quickly new interconnection requests can be processed immediately after day-ahead market settlement—a critical window for resources that may need to secure or adjust transmission service slots based on real-time dispatch needs. By allowing each MTSP flexibility in queue management rather than a hard pause, the rule could accelerate or smooth transmission service availability for generating resources including hydro, depending on how individual providers implement their procedures. The loosening of a rigid pause in favor of flexible, documented procedures may reduce artificial delays that could have disadvantaged use-limited or flexible resources seeking to optimize scheduling around market outcomes.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729%20%284%29.zip#z=11%20-%20MIR82-R%20MTSP%20OASIS%20Queue%20Pause%20presentation_MORWG.pptx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,presentation,11 - MIR82-R MTSP OASIS Queue Pause presentation_MORWG.pptx  [in MORWG Meeting Materials 20260729.zip],2026-07-29,"MIR82-R modifies SPP Markets+ transmission-service queue management during day-ahead market settlement, affecting the timing and coordination between market clearing and interconnection-request processing that hydro and storage resources depend on for transmission service acquisition and scheduling.",interconnection; ops-compliance; seams-governance,direct,False,"MTWG approved June 25, 2026; MDWG approved July 8, 2026; MPEC approval scheduled August 25, 2026 — ""MTWG Approved June 25, 2026
MDWG Approved July 8, 2026
MORWG For education July 29, 2026
MPEC For approval August 25, 2026""",,,"MIR82-R revises the Markets+ Tariff and Protocols to replace a mandatory OASIS Queue Pause (during which transmission requests cannot be processed) with a more flexible queue-management framework allowing individual Transmission Service Providers (MTSPs) to pause, limit, or otherwise manage request processing between day-ahead market close and energy-schedule publication. The change aims to accommodate NAESB WEQ 001-4.13 timing-requirement compliance without requiring blanket waivers; each MTSP retains responsibility for its own OATT compliance. The revision permits MTSPs to determine ""specific conditions"" of queue management consistent with their operational requirements, provided coordination with market-operator timelines and public documentation of procedures. MTWG approved MIR82-R on June 25, 2026, MDWG on July 8, 2026, with MPEC scheduled for approval August 25, 2026.","The document does not mention hydropower or storage directly. However, the queue-pause revision affects how hydro and other dispatchable resources secure transmission service for the next operating day relative to market-settlement timing. Hydro plants and pumped-storage units competing in day-ahead energy and ancillary-services markets depend on timely transmission-request confirmation to finalize their operating schedule and manage intraday dispatch; a more flexible queue-management regime could either accelerate or delay that confirmation depending on how individual MTSPs implement their procedures. The shift from mandatory pause to individual MTSP discretion introduces variability in queue-processing timelines across the SPP footprint, which could affect the certainty and speed with which hydro resources confirm transmission service availability for market participation.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729.zip#z=Materials%2F11%20-%20MIR82-R%20MTSP%20OASIS%20Queue%20Pause%20presentation_MORWG.pptx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,comment,11 - MIR82-R Puget Sound Energy Comments-20260609.docx  [in MORWG Meeting Materials 20260729 (4).zip],2026-06-09,"Markets+ queue-pause rules affect transmission-service processing timelines and MTSP operational flexibility, which impacts interconnection and deliverability coordination for all resource types seeking or using transmission service, including hydro and PSH.",interconnection; transmission; seams-governance,direct,False,"queue-pause language revision allowing individual MTSP implementation needs — ""This initiative will update the Markets+ Transmission Service Provider (MTSP) OASIS Queue Pause language in the Markets+ Tariff and Markets+ Protocols to make it more flexible and adaptable for individual MTSP implementation needs."" | MTSPs must pause, limit, or otherwise manage processing between Day-Ahead Market close and schedule updates — ""MTSPs must pause, limit, or otherwise manage the processing of transmission service requests for the upcoming Operating Day between the time the Day-Ahead Market closes and when Day-Ahead Energy Schedules are updated by the Market Operator."" | Each MTSP must document and publish queue-management procedures — ""Each MTSP must document and make available its queue management procedures applicable to Day-Ahead Market operations, including any conditions under which such actions are initiated, modified, or discontinued."" | If Day-Ahead Market posting delayed, MTSPs continue queue management until results available — ""If the Day-Ahead Market posting is delayed, MTSPs must continue to pause, limit, or otherwise manage the queue processing in accordance with their established procedures will continue their pause until the results become available.""",,Vincent Ching (Puget Sound Energy),"Puget Sound Energy (PSE) comments on Markets+ Initiative Request MIR82-R, proposing that the Markets+ Tariff and Protocols language governing Transmission Service Provider (MTSP) queue-pause procedures be revised to allow individual MTSPs to determine queue-management conditions based on their own operational requirements, rather than adhering to a universal pause mandate. The proposal aims to align queue processing with Day-Ahead Market timelines. PSE seeks clarification on protocol language surrounding queue processing, pausing conditions, and the duration of Transmission Service Requests (TSRs) that must be paused. The revision changes the obligation from a mandatory pause to a flexible ""pause, limit, or otherwise manage"" framework, with each MTSP required to document and publish its procedures. Coordination with Market Operator timelines is stipulated, and if Day-Ahead Market posting is delayed, MTSPs continue their queue-management actions until results are available.","The document does not mention hydro or pumped storage. However, interconnection-queue and transmission-service processing rules are directly applicable to hydro and PSH facilities seeking new interconnection, uprates, or ancillary transmission service. PSE's proposal to allow MTSP-specific queue-management flexibility rather than a universal pause could affect the predictability and timing of transmission-service evaluation windows available to resource developers, including hydro projects. If MTSPs apply varying queue-pause conditions, a hydro owner must understand each MTSP's published procedures to forecast when its TSR will be processed and what operational windows may be constrained by Day-Ahead Market scheduling.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729%20%284%29.zip#z=11%20-%20MIR82-R%20Puget%20Sound%20Energy%20Comments-20260609.docx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,comment,11 - MIR82-R Puget Sound Energy Comments-20260609.docx  [in MORWG Meeting Materials 20260729.zip],2026-06-09,"Market+ queue-pause rules affect how transmission service requests are processed in coordination with Markets+ Day-Ahead market timelines, which is a transmission-interconnection governance matter for SPP Markets+ participants including hydro-heavy utilities; this document records PSE's stakeholder input on tariff language for interconnection queue management.",interconnection; seams-governance,precedent,False,,,Vincent Ching (Puget Sound Energy),"Puget Sound Energy submitted comments on MIR82-R, a Markets+ Initiative Request to update the MTSP OASIS Queue Pause language in the Markets+ Tariff and Protocols. The proposal makes transmission service provider queue-management practices more flexible by allowing each MTSP to determine the conditions of queue management actions based on operational requirements, rather than adhering to a universal pause requirement. PSE seeks clarification on language surrounding queue processing, the addition of pause provisions, and the duration of transmission service requests requiring pause. The revised language requires MTSPs to pause, limit, or otherwise manage transmission service request processing between Day-Ahead Market close and Day-Ahead Energy Schedule updates; MTSPs must document and publish their queue management procedures, and queue processing pauses do not affect request prioritization.","The document does not mention hydropower. However, queue-management procedures directly affect the transmission interconnection experience for all participants, including hydro operators seeking to deliver power across Markets+ footprints or manage interconnection upgrades. The shift from mandatory universal pauses to MTSP-specific procedures could reduce administrative friction for hydro plants seeking queue transparency and predictable interconnection timelines, or could create opacity depending on how individual MTSPs exercise the flexibility and whether they make their procedures accessible to external stakeholders.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729.zip#z=Materials%2F11%20-%20MIR82-R%20Puget%20Sound%20Energy%20Comments-20260609.docx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,other,12 - MIR36.1-R High Priority Export System Sales-Design submission.docx  [in MORWG Meeting Materials 20260729 (4).zip],2026-07-29,"This MIR addresses export interchange transaction bids and High Priority Export validation in Markets+, which affects Load Responsible Entities' ability to market surplus seasonal capacity and energy outside the footprint — a strategic revenue option for hydro owners with slice-of-system resources and seasonal surplus.",price-formation; seams-governance,direct,False,"Seasonal surplus calculated monthly during Binding Seasons as positive difference between LRE's total Resource QCC MWs, reduced by contract sales and increased by contract purchases, minus LRE's Forward Showing Workbook obligation — ""seasonal surplus is defined as the positive difference between that LREs total Resource QCC MWs, reduced by all associated contract sales and increased by any associated contract purchases, and that LREs forward showing MW obligation from the Forward Showing Workbook, and is calculated on a monthly basis during the Binding Seasons"" | High Priority export e-tag Energy profiles reduced pro-rata to match available seasonal surplus when sum exceeds that LRE's seasonal surplus — ""If the sum of High Priority export e-tag(s) Energy profiles from the LRE's slice of system Resource is greater than that LRE's seasonal surplus, the export e-tag Energy profiles shall be reduced pro-rata to match the available seasonal surplus, except that resulting reductions will be rounded to the nearest whole MW"" | Q3 2026 MPEC approval timeframe and Q1 2027 implementation timeframe — ""Desired MPEC approval timeframe (quarter/year): Q3/2026 Desired Implementation Timeframe (quarter/year): Q1/2027"" | Financial risk driver identified as ability for Market Participants to maximize High Priority Export System Sales — ""Financial: Ability for Market Participants to maximize High Priority Export System Sales""",,"Dan Kheloussi (Southwest Power Pool, Inc.)","Markets+ Initiative Request 36.1-R proposes clarifications and enhancements to Markets+ Protocol language (sections 4.2.3.3 and 9.1.14) governing validation criteria for Load Responsible Entity (LRE) system sales associated with High Priority Export Interchange Transactions. The MIR defines how LRE system sales tied to High Priority exports are effectuated and validated during WRAP Binding Seasons, including rules for calculating seasonal surplus (the positive difference between an LRE's total Resource QCC MWs, reduced by contract sales and increased by contract purchases, minus the LRE's Forward Showing Workbook obligation on a monthly basis), pro-rata reduction mechanics when High Priority export e-tags exceed available seasonal surplus, and qualification pathways for High Priority status including WRAP forward showings, WRAP holdbacks, and NERC Priority 6 or 7 transmission service reservations. The submission is classified as medium complexity in design, implementation, and operations; system changes impact OATI and GE; no impact analysis is required. Desired timeframes are Q3 2026 for MPEC approval and Q1 2027 for implementation. SPP Staff identified the financial risk driver as maximizing High Priority Export System Sales opportunities for Market Participants.","The document does not mention hydropower or pumped storage directly. However, the MIR establishes the operational mechanics by which Load Responsible Entities—which may include hydro-owning utilities—can market seasonal surplus capacity and energy outside the Markets+ footprint via High Priority Export transactions. For a hydro owner with a slice-of-system resource under an LRE, the seasonal surplus calculation and validation rules determine how much export energy can clear in the High Priority class during binding-season months, directly affecting the availability and pricing of a key revenue pathway for seasonal energy sales and the treatment of use-limited inventory across the year.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729%20%284%29.zip#z=12%20-%20MIR36.1-R%20High%20Priority%20Export%20System%20Sales-Design%20submission.docx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,other,12 - MIR36.1-R High Priority Exports July 2026 MORWG.pptx  [in MORWG Meeting Materials 20260729 (4).zip],2026-07-29,"Tariff and protocol changes to Markets+ (SPP's expanding footprint) governing export transactions and resource adequacy interconnection with Western Resource Adequacy Program (WRAP), which determines transmission reservations, export priority rules, and forward-showing obligations affecting hydro deliverability and revenue from inter-regional sales.",seams-governance; transmission; capacity-ra,direct,False,"MIR36.1 edits targeting November MPEC — ""Targeting November MPEC"" | Scheduled for vote at August MSWG — ""Scheduled for vote at August MSWG; also need votes from MRATF, MORWG, and MDWG"" | Seasonal surplus cap defined as difference of Total QCC minus Forward Showing Obligation — ""Can't exceed cap (difference of Total QCC – Forward Showing Obligation)""",,Dan Kheloussi (SPP Markets+),"MIR36.1 proposes clarification edits to Markets+ protocols governing High Priority Export Interchange Transaction qualification and registration, with the aim of integrating WRAP framework requirements. The modification adds clarity on Resource Hub sales, seasonal surplus caps (defined as the difference between Total QCC and Forward Showing Obligation), eTag identification and tokenization requirements, and deletion of attestation submission requirements. Edits are scheduled for MSWG vote in August 2026, with subsequent votes required from MRATF, MORWG, and MDWG before targeting November MPEC approval. PSE submitted a comment related to a recent WRAP transmission requirement change. The document notes that some protocol changes may require reflection in tariff filings and that WRAP is currently pursuing separate policy changes including modifications to uncertainty calculation timing.","The document does not mention hydro or PSH directly, but it governs export priority and seasonal capacity accreditation rules under Markets+ and WRAP that determine whether and at what seasonal level a resource can export renewable energy outside the footprint. For hydro owners with multi-year forward obligations and seasonal generation patterns, the seasonal surplus cap (QCC minus forward showing obligation) and the requirement to register and eTag exports by resource directly affect their ability to monetize surplus seasonal generation as high-priority sales, and the coordination with WRAP transmission requirements may constrain or enhance hydro export options depending on how transmission reservations interact with the export qualification process.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729%20%284%29.zip#z=12%20-%20MIR36.1-R%20High%20Priority%20Exports%20July%202026%20MORWG.pptx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,comment,12 - MIR36.1-R PSE Comments-20260702.docx  [in MORWG Meeting Materials 20260729 (4).zip],2026-07-02,"This document concerns validation criteria for high-priority export interchange transactions in Markets+ Protocol, affecting how load-responsible entities can export energy and value seasonal surplus generation — a direct concern for conventional and pumped-storage hydro owners managing export revenue and seasonal dispatch constraints.",seams-governance; transmission,direct,False,"Date of submission: 7/2/2026 — ""Date: 7/2/2026"" | Sections proposed for revision: 4.2.3.3, 9.1.14 — ""Section number(s) | Version/Date
| ☒ Markets+ Protocols | 4.2.3.3, 9.1.14 | 1.0a |"" [UNVERIFIED] | High Priority Export Interchange Transactions require NERC Priority 6 or 7 transmission or WRAP forward showing/holdback — ""An Export Interchange Transaction will be considered a High Priority Export Interchange Transaction if the transaction is part of a WRAP forward showing or deployed WRAP holdback. In addition, an Export Interchange Transaction will be considered a High Priority Export Interchange Transaction if it has NERC Priority 6 or 7 transmission service reserved"" | Seasonal surplus is calculated as positive difference between LRE's total Resource QCC MWs (reduced by contract sales, increased by contract purchases) and LRE's forward showing MW obligation, on a monthly basis during Binding Seasons — ""seasonal surplus is defined as the positive difference between that LREs total Resource QCC MWs, reduced by all associated contract sales and increased by any associated contract purchases, and that LREs forward showing MW obligation from the Forward Showing Workbook, and is calculated on a monthly basis during the Binding Seasons""",,Vincent Ching (Puget Sound Energy),"Puget Sound Energy (via Vincent Ching) submitted comments on Markets+ Initiative Request 36.1, proposing revisions to Markets+ Protocols sections 4.2.3.3 and 9.1.14 governing High Priority Export Interchange Transaction qualification. PSE argues that the protocol's definition of qualifying transmission should be broadened from NERC Priority 6 and 7 (based on an older WRAP tariff) to include any high-priority firm transmission, reflecting recent WRAP tariff revisions that expanded transmission requirements. The comment pertains to how Load Responsible Entity slice-of-system resources may export energy during binding seasons based on seasonal surplus, with pro-rata reduction rules if export e-tags exceed available surplus.","This document does not mention hydro directly. However, the protocol governs how LREs — which often hold dispatchable generation assets including hydro — validate seasonal surplus and export transactions in a regional forward market. The proposed broadening of transmission qualification criteria would affect which generation assets can qualify for high-priority export status and therefore the market value and operational dispatch of seasonal capacity. For hydro owners with LRE status or slice-of-system resource registration, the definition of eligible transmission directly impacts the revenue opportunity from exporting surplus seasonal generation.",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729%20%284%29.zip#z=12%20-%20MIR36.1-R%20PSE%20Comments-20260702.docx
SPP Markets +,2026-07-29,Markets+ Operations and Reliability Working Group,MORWG Net Conference,comment,12 - MIR36.1-R SRP Comments-20260626.docx  [in MORWG Meeting Materials 20260729 (4).zip],2026-06-26,"This document addresses Markets+ Protocol language for validation of export sales tied to Load Responsible Entity (LRE) seasonal surplus and resource qualification—a direct bearing on how dispatchable and storage resources monetize excess capacity through firm export arrangements, affecting revenue timing and accreditation frameworks that apply to conventional hydro and pumped-storage participants in the SPP Markets+ footprint.",seams-governance; price-formation,direct,False,"Section 4.2.3.3 of Markets+ Protocols governs Export Interchange Transaction Bids — ""4.2.3.3Export Interchange Transaction Bids

Market Participants may submit bids to purchase Energy from the Day-Ahead Market for sale outside of the Markets+ Footprint."" | High Priority Export Interchange Transactions are qualified by WRAP forward showing, WRAP holdback, or NERC Priority 6 or 7 transmission service with specific conditions including LRE slice-of-system resource status — ""An Export Interchange Transaction will be considered a High Priority Export Interchange Transaction if the transaction is part of a WRAP forward showing or deployed WRAP holdback. In addition, an Export Interchange Transaction will be considered a High Priority Export Interchange Transaction if it has NERC Priority 6 or 7 transmission service reserved from an internal source (individual Resource or slice of--system qualified WRAP System Sale Resourcesystem)"" | Seasonal surplus is defined as the positive difference between LRE QCC MWs reduced by contract sales and increased by contract purchases, minus forward showing MW obligation, calculated monthly during Binding Seasons — ""seasonal surplus is defined as the positive difference between that LREs total Resource QCC MWs, reduced by all associated contract sales and increased by any associated contract purchases, and that LREs forward showing MW obligation from the Forward Showing Workbook, and is calculated on a monthly basis during the Binding Seasons."" | Document version and affected section: Markets+ Protocols Section 4.2.3.3, version 1.0a — ""| ☒ Markets+ Protocols | 4.2.3.3 | 1.0a |"" | Comment date: 6/26/2026 — ""Date: 6/26/2026""",,Marcie Martin (Salt River Project (SRP)),"Salt River Project (SRP) submits comments on Markets+ Initiative Request (MIR) 36.1-R, concerning validation criteria for High Priority Export Interchange Transactions tied to LRE system sales. SRP proposes three changes to the Markets+ Protocols Section 4.2.3.3: (1) replace the term ","Themeasdocumentdo notesmentionhydrotodirectly,butthedefinitionof'seasonalsurplus'andthequalificationprocessforHighPriorityExportInterchangeTransactionsapplytoanyMarketParticipant,includingthoseoperatingdispatchableorcustom-designedresourcestiedtoseasonal-sufficiencyobligations.ConventionalhydroorpumpedstorageoperatorswithinSPPMarketsplus(particularlyinwesternAreasownedbyirrigation,municipal,orreliabilityutilities)mayhaveSRP-styleforwardcontractsandseasonal-outputobligations,andthisproposedchangesimplifiestheirprocurementflexibilitybyallowingexportswithoutmandat",https://www.spp.org/Documents/77276/MORWG%20Meeting%20Materials%2020260729%20%284%29.zip#z=12%20-%20MIR36.1-R%20SRP%20Comments-20260626.docx
SPP Markets +,2026-07-27,Markets+ Transmission Working Group,MTWG Net Conference,agenda,00-MTWG Agenda 20260727.docx  [in MTWG Meeting Materials 20260727.zip],2026-07-27,"This agenda covers Markets+ Transmission Working Group discussion of interchange transaction system points, dynamic schedule resources, and quasi-pseudo-tie resources—transmission and seams governance mechanisms that affect how hydro resources in the Markets+ footprint (particularly the Southwest, where significant hydro facilities exist) can participate in and transmit power across RTO boundaries.",transmission; seams-governance; storage,direct,False,"Meeting date July 27, 2026, 12:00 p.m.–4:00 p.m. CT — ""Monday, July 27, 2026 
Webex
12:00 p.m. – 4:00 p.m. CT"" | MIR60-R MITSPS approval item scheduled for 30 minutes — ""MIR60-R Markets+ Interchange Transaction System Points Schedules (MITSPS) Kelli Schermerhorn (30)"" | MIR79-R MIR Process Document approval item scheduled for 15 minutes — ""MIR79-R MIR Process Document Sherri Maxey (15)"" | MIR9.2-R Dynamic Schedule Resources informational item scheduled for 30 minutes — ""MIR9.2-R Dynamic Schedule Resources Garrott Granholm (30)"" | MIR9.3-R Quasi-Pseudo-Tie Resources informational item scheduled for 15 minutes — ""MIR9.3-R Quasi-Pseudo-Tie Resources Carman Ruder (15)"" | Transmission Opt-In/Opt-Out Education scheduled for 120 minutes — ""Transmission Opt-In/Opt-Out Education Nicholas Foss/Carman Ruder (120)"" | Future meetings August 27, September 17, October 29, November 23, and December 14, 2026 — ""| August 27, 2026 | 12:00 p.m. – 4 p.m. CT | Net-Conference |
| September 17, 2026 | 12:00 p.m. – 4 p.m. CT | Net-Conference |
| October 29, 2026 | 12:00 p.m. – 4 p.m. CT | Net-Conference |
| November 23, 2026 | 12:00 p.m. – 4 p.m. CT | Net-Conference |
| December 14, 2026 | 12:00 p.m. – 4 p.m. CT | Net-Conference |""",,Carman Ruder (Southwest Power Pool / Markets+); Garrott Granholm (Southwest Power Pool / Markets+); Joe Taylor (Southwest Power Pool / Markets+); Kelli Schermerhorn (Southwest Power Pool / Markets+); Nicholas Foss (Southwest Power Pool / Markets+); Sherri Maxey (Southwest Power Pool / Markets+),"The Southwest Power Pool Markets+ Transmission Working Group is meeting July 27, 2026, to review and act on several items affecting transmission and interchange: (1) MIR60-R on Markets+ Interchange Transaction System Points Schedules (MITSPS), scheduled for approval (30 minutes); (2) MIR79-R on MIR Process Document, scheduled for approval (15 minutes); (3) MIR9.2-R on Dynamic Schedule Resources as an informational item (30 minutes); and (4) MIR9.3-R on Quasi-Pseudo-Tie Resources as an informational item (15 minutes). The meeting also includes a 120-minute block on transmission opt-in/opt-out education. Next scheduled meetings are August 27, September 17, October 29, November 23, and December 14, 2026, all at 12:00–4:00 p.m. CT via net-conference.","The document does not mention hydropower directly. However, Markets+ is a transmission-focused governance structure in the Western and Plains regions where conventional hydro and pumped-storage facilities operate and seek to trade across balancing-area boundaries. The agenda items on dynamic schedules, pseudo-ties, and interchange points are the technical-governance mechanisms that determine how resource-constrained (and thus valuable during scarcity) hydro plants can export power and access distant markets. Changes to those scheduling and seams rules can significantly affect hydro's ability to monetize flexibility across RTO footprints and the terms under which storage-like flexibility is credited when moving power interregionally.",https://www.spp.org/Documents/77260/MTWG%20Meeting%20Materials%2020260727.zip#z=00-MTWG%20Agenda%2020260727.docx
SPP Markets +,2026-07-27,Markets+ Transmission Working Group,MTWG Net Conference,comment,04-MIR60-R SPP Comments on behalf of MSWG- 20260715.docx  [in MTWG Meeting Materials 20260727.zip],2026-07-15,SPP on behalf of MSWG is submitting tariff protocol changes to Markets+ that establish system points (MPSP) and interchange scheduling limits affecting how resources can import/export energy and manage interchange transactions with non-Markets+ areas — a direct governance change to seams coordination and transmission-deliverability mechanics that affects strategic options for interregional energy positioning.,seams-governance; transmission; price-formation,direct,False,"MITSPS comment submitted July 15, 2026 — ""Date: 7/15/2026"" | MPSP Interchange Limits default value of 99999 — ""If the limit is not provided, a limit of 99999 will be used."" | MITSPS transactions classified as Uncommitted Interchange Transactions and do not count toward must-offer obligation — ""An Import Markets+ Interchange Transaction System Point Schedule (MITSPS) is classified as an Uncommitted Import Interchange Transaction"" | Settlement for MITSPS uses External Interface Settlement Location LMP — ""All settlement activity that occurs for a MITSPS will use the External Interface Settlement Location LMP."" [UNVERIFIED]",,Kelli Schermerhorn (SPP (on behalf of Markets+ Steering Working Group)),"SPP submitted protocol change comments on behalf of the Markets+ Steering Working Group (MSWG) on July 15, 2026, to implement Markets+ Interchange Transaction System Points Schedules (MITSPS) and Markets+ System Points (MPSP) — generic, non-resource-specific scheduling points located within Balancing Authority Areas to facilitate interchange transactions into, within, and out of the Markets+ footprint. The MIR establishes that MITSPS transactions (imports and exports using an MPSP as source or sink) are classified as Uncommitted Interchange Transactions and do not count toward must-offer obligations. Interchange Limits on MPSP transactions (import-only, export-only, and net interchange) are submitted hourly by each BA via the Market User Interface and enforced in Day-Ahead Market, RUC, and real-time balancing market runs, with default limits of ±99999 if not provided. MPSP are used for administrative energy accounting and shift-factor calculations but have no associated market settlement; all settlement for MITSPS uses the External Interface Settlement Location LMP. The document proposes revisions to Markets+ Protocols sections spanning definitions, offer submittal, market inputs, congestion management, and settlement locations to incorporate MPSP and MITSPS mechanics into the day-ahead, RUC, real-time, and post-operating-day processes.","The document does not mention hydropower, pumped storage, or run-of-river resources. However, MITSPS and MPSP establish a new interchange pathway across the Markets+ seams that could materially affect how a hydro owner positioned in one BA exports energy to or imports from non-Markets+ areas (or other Markets+ BAs). The ability to use MPSP as a generic source or sink for scheduling and e-Tagging, rather than tying interchange to a specific resource location, could simplify hedging and arbitrage opportunities across the footprint boundary; conversely, the hourly MPSP interchange limits set by each BA create a potential congestion bottleneck independent of transmission capacity that could constrain the revenue opportunity from seasonal energy trading. The treatment of these transactions as Uncommitted (and thus exempt from must-offer) and the use of External Interface LMPs for settlement (rather than internal nodal pricing) are structural choices worth understanding as they affect how a hydro operator models the profitability of interchange strategies.",https://www.spp.org/Documents/77260/MTWG%20Meeting%20Materials%2020260727.zip#z=04-MIR60-R%20SPP%20Comments%20on%20behalf%20of%20MSWG-%2020260715.docx
